logapso,pso
417.72461750027725,463.3594243422246
132.49702391301443,151.56204996411472
55.23043281148796,67.62807682406869
25.455687781915277,30.103273853349556
13.462079395741132,15.303047142993583
7.969919949563069,8.47891662912794
5.066419710697437,5.181932136594745
3.2121544079081246,3.13191158820016
2.190014741554953,2.0036328791894933
1.4732643656646882,1.2904635736544035
0.9984912765776102,0.882092828789481
0.6834000464893406,0.6059283233679225
0.48511202626974725,0.42646844430612474
0.340461204050322,0.30410025028139
0.24273055843209623,0.21760685003771302
0.1654697362594788,0.157782735361635
0.10987792783221988,0.11544704303114688
0.07105220365058502,0.07912751802614125
0.044102204293970756,0.05672317975767412
0.02559808416520009,0.039220265782533806
0.014403472587727836,0.02715515201364919
0.008220209642586213,0.018479292375688315
0.004580612015133093,0.011833150240185771
0.0025466531890644623,0.00818082889478015
0.0014743949708185976,0.005374790180219293
0.0008460785042914409,0.003589145809923469
0.0004916264040312216,0.0024366552026076037
0.00027775174794588726,0.0016437261282268995
0.00016155379279063226,0.001093843868754636
9.152748808164882e-05,0.0006948558364355776
5.3264191884539843e-05,0.00043503125089320454
3.114843679014015e-05,0.00027678827962608523
1.7859166007169382e-05,0.0001569467339210436
1.0470289105981691e-05,8.865072122139847e-05
6.22490519953634e-06,5.1633517700531355e-05
3.5956986344899324e-06,2.8004035803126687e-05
2.1798320581371896e-06,1.607462142309821e-05
1.2881186797525213e-06,8.70605617652838e-06
7.193789576228134e-07,5.0863073973307346e-06
3.9474118156207565e-07,2.803401407035549e-06
2.2549758844754326e-07,1.6742431292688106e-06
1.1810598584587059e-07,8.641612883701452e-07
6.571508252442245e-08,5.095861372996293e-07
3.6851349869767866e-08,2.8166330356330286e-07
2.0333190251019572e-08,1.51021832927053e-07
1.1637590431170562e-08,7.771192450505958e-08
6.500393815987989e-09,4.2257374806535216e-08
3.5679929846624894e-09,2.1759783189464844e-08
2.0836285424017544e-09,1.1845196451971603e-08
1.14465290899853e-09,5.807241453761128e-09
6.54755343471301e-10,3.340361301281507e-09
3.7237645434786496e-10,1.8204120705223495e-09
2.1459570989543174e-10,9.320255411295397e-10
1.1830533043573342e-10,5.231416224172351e-10
6.667068560579459e-11,2.843126208776173e-10
3.7334108866392226e-11,1.6390400325165627e-10
2.0449695034964404e-11,8.200732347611589e-11
1.1923815941495973e-11,4.7819340339584696e-11
6.828301063505922e-12,2.656716738892695e-11
3.935286201967946e-12,1.5300190912785138e-11
2.257525383833955e-12,8.680612265849799e-12
1.2912314620066219e-12,4.91794306231522e-12
7.444190018134052e-13,2.6923509263609424e-12
4.311358031626444e-13,1.4175062865436087e-12
2.569653717183667e-13,8.435349948963487e-13
1.538441061072675e-13,4.3485950404301815e-13
9.023158897970455e-14,2.4651284511929285e-13
5.1664438033206097e-14,1.352045751050173e-13
3.062101330473534e-14,7.913227196620806e-14
1.7835264386986793e-14,4.6919624333176005e-14
1.0217790628860863e-14,2.651283056103782e-14
5.810661982353267e-15,1.566055860599012e-14
3.0227260092838958e-15,7.964970326161838e-15
1.7620396719849722e-15,4.715007531086489e-15
9.739167470591118e-16,2.5173647759485814e-15
5.04179920182871e-16,1.4736519719414025e-15
3.0062953126328333e-16,7.862109422923853e-16
1.747316739121083e-16,4.2817518827209457e-16
9.783393357567723e-17,2.4545850685729424e-16
5.58645669252941e-17,1.338131459581095e-16
3.1889233777687466e-17,7.037371242607182e-17
1.8589102256300586e-17,3.7915189129659697e-17
1.0414932410667717e-17,2.0494708398693193e-17
6.2806017738529026e-18,1.2128091840708404e-17
3.6987242578959995e-18,6.078342628808084e-18
2.1546590681294484e-18,3.2827725517215176e-18
1.2321893204112555e-18,1.8105953039171405e-18
6.455814316586475e-19,9.93514223234985e-19
3.5893557505183972e-19,5.588068317894468e-19
1.9674044655201425e-19,3.017237168356904e-19
1.175650102722501e-19,1.700329887732057e-19
7.07742568022352e-20,1.0083507456397767e-19
3.8929580491829285e-20,5.827113466910776e-20
2.3299477166457032e-20,3.2401036206239596e-20
1.4280162672844204e-20,1.8394924462660018e-20
8.74395562082581e-21,1.0486318837406445e-20
5.066062249732964e-21,6.054690173707583e-21
2.9083367480871085e-21,3.419276882335384e-21
1.886026496021603e-21,2.078690832079624e-21
1.1382597663950827e-21,1.1944337786785242e-21
7.0688441889383e-22,6.42840888895043e-22
4.4593708771862885e-22,3.5021676661347602e-22
2.7266088205681577e-22,1.9801823151232144e-22
1.5131850679042975e-22,1.1346171824265382e-22
8.663862247049725e-23,6.363972200372612e-23
4.945868617432862e-23,3.414668809783881e-23
2.812381125651797e-23,1.904850612093386e-23
1.711575500235066e-23,1.056774871378056e-23
9.622044291549808e-24,6.0369032281793795e-24
5.316003021600421e-24,3.38103539749968e-24
3.0597658780942587e-24,1.8414576408283013e-24
1.7821230572230676e-24,1.0685814629538887e-24
1.0554087757371553e-24,5.95657785696812e-25
6.086450909513653e-25,3.410905960377913e-25
3.6385551246550722e-25,1.7776566795648386e-25
2.1980934185736707e-25,1.0308397448829982e-25
1.2421830307344057e-25,5.771483597099058e-26
7.418607008019114e-26,3.483785821233458e-26
4.5599399088329954e-26,2.0121745877369533e-26
2.726637010837776e-26,1.1988847249499356e-26
1.627880691139723e-26,6.880372944871583e-27
9.134409546254922e-27,4.307530710005967e-27
5.370837874149638e-27,2.5592207066714443e-27
3.339501525779879e-27,1.4311873585037372e-27
2.0205886907154926e-27,7.983199575714497e-28
1.193492362704854e-27,4.597898508099831e-28
6.855160766045907e-28,2.645573475584326e-28
4.011082427227143e-28,1.6183800656966486e-28
2.448069828811158e-28,9.141672748410327e-29
1.5217762045194764e-28,5.218880293463508e-29
9.585853558128093e-29,2.883682068682358e-29
5.576311505925592e-29,1.6043978434912092e-29
3.661595234505795e-29,9.199704159371237e-30
1.997755875508997e-29,5.2749639530815686e-30
1.29382127609445e-29,2.8376349183145994e-30
7.423767045432798e-30,1.7693385323216907e-30
4.515011734119872e-30,1.037685470041231e-30
2.8431469023449357e-30,5.702489125091025e-31
1.6623895269260167e-30,3.5083089276392597e-31
8.83566888898135e-31,2.1013930403652456e-31
5.399079476628839e-31,1.2392766936846567e-31
3.2977694700950694e-31,7.287533190776898e-32
1.944290133689e-31,4.2214134100948007e-32
1.2400889300888085e-31,2.6081558610891907e-32
7.58020758209107e-32,1.522865935254251e-32
4.743440743182405e-32,9.341816764529124e-33
2.983614358985452e-32,5.698523857911749e-33
1.786405118942502e-32,3.360147315572635e-33
1.038725998973795e-32,2.0554629298928074e-33
6.546569172497549e-33,1.258965580359977e-33
3.8951572907314685e-33,7.2609302749637175e-34
2.4229724352696646e-33,4.341441704963027e-34
1.5205193054258873e-33,2.2443400013330323e-34
9.527516220372875e-34,1.4795692607938839e-34
6.189065014084964e-34,9.027295519754958e-35
3.525034767163087e-34,5.662537767200355e-35
2.074748235488957e-34,3.402526663269482e-35
1.3510069765345358e-34,1.956588703355247e-35
9.445294472034696e-35,1.1884196742844616e-35
6.210805671440728e-35,6.699072089186561e-36
3.3710166402740395e-35,4.094450369760699e-36
2.08606422312396e-35,2.392557271981416e-36
1.325950023275266e-35,1.3618654208799148e-36
8.80417284454359e-36,7.771755563643061e-37
4.428497023851946e-36,4.635503688180644e-37
2.2496974689565484e-36,2.508891601900382e-37
1.3781657809886159e-36,1.4133228672884774e-37
7.798861085802924e-37,9.026136524757638e-38
4.5460954700289716e-37,5.292103145950863e-38
2.6980845655554556e-37,3.526250665981966e-38
1.5604769654007206e-37,2.0038581079907597e-38
9.861883609919454e-38,1.1570324803823972e-38
6.593088528275146e-38,6.110493147835616e-39
4.4478914676920033e-38,3.6064785075238525e-39
3.0525755309245604e-38,2.1813935789501953e-39
1.8153671475241854e-38,1.3651953589593946e-39
1.1512321030072817e-38,8.676308015346493e-40
6.869960995524612e-39,5.549354437772772e-40
4.390548192766709e-39,3.2432589163681927e-40
2.2690448556378577e-39,1.896662912349749e-40
1.3832829838384774e-39,1.1366902948242528e-40
7.914314664128398e-40,6.764705585924471e-41
4.180141009902293e-40,4.3160711370774127e-41
2.3651500038791017e-40,2.5325163975691456e-41
1.4339767549230817e-40,1.501498365418293e-41
8.577620853533499e-41,9.305265030598378e-42
5.31963785357353e-41,5.415660447358867e-42
3.311037711525078e-41,3.2139248137243844e-42
2.0704472055380573e-41,1.635683873391002e-42
1.4002343691083505e-41,9.915537500896258e-43
8.2719427814939e-42,5.638629482602667e-43
4.7088325676943614e-42,3.297238247143319e-43
2.9865808420273014e-42,1.986131895204372e-43
1.8658281869054493e-42,1.0863610085203466e-43
1.086899321903294e-42,6.583312386737509e-44
5.580269046835914e-43,4.0294385280706104e-44
3.7084187090131885e-43,2.328703143418989e-44
2.2400330627781278e-43,1.3979198822984802e-44
1.49440491034855e-43,8.200069051965616e-45
8.399767764330649e-44,4.953667212517968e-45
5.419898722098656e-44,2.8792210466558384e-45
